Address,Type,Access,Name,Unit,Description
12060,float,RD/WR,_VWH_MONTH[7],Wh,"Real energy, month high, august, even year"
12062,float,RD/WR,_VWH_MONTH[8],Wh,"Real energy, month high, september, even year"
12064,float,RD/WR,_VWH_MONTH[9],Wh,"Real energy, month high, october, even year"
12066,float,RD/WR,_VWH_MONTH[10],Wh,"Real energy, month high, november, even year"
12068,float,RD/WR,_VWH_MONTH[11],Wh,"Real energy, month high, december, even year"
12070,float,RD/WR,_VWH_MONTH[12],Wh,"Real energy, month high, january, uneven year"
12072,float,RD/WR,_VWH_MONTH[13],Wh,"Real energy, month high, february, uneven year"
12074,float,RD/WR,_VWH_MONTH[14],Wh,"Real energy, month high, march, uneven year"
12076,float,RD/WR,_VWH_MONTH[15],Wh,"Real energy, month high, april, uneven year"
12078,float,RD/WR,_VWH_MONTH[16],Wh,"Real energy, month high, may, uneven year"
12080,float,RD/WR,_VWH_MONTH[17],Wh,"Real energy, month high, june, uneven year"
12082,float,RD/WR,_VWH_MONTH[18],Wh,"Real energy, month high, july, uneven year"
12084,float,RD/WR,_VWH_MONTH[19],Wh,"Real energy, month high, august, uneven year"
12086,float,RD/WR,_VWH_MONTH[20],Wh,"Real energy, month high, september, uneven year"
12088,float,RD/WR,_VWH_MONTH[21],Wh,"Real energy, month high, october, uneven year"
12090,float,RD/WR,_VWH_MONTH[22],Wh,"Real energy, month high, november, uneven year"
12092,float,RD/WR,_VWH_MONTH[23],Wh,"Real energy, month high, december, uneven year"
12094,float,RD/WR,_SH_MONTH[0],VAh,"Apparent energy, month high, january, even year"
12096,float,RD/WR,_SH_MONTH[1],VAh,"Apparent energy, month high, february, even year"
12098,float,RD/WR,_SH_MONTH[2],VAh,"Apparent energy, month high, march, even year"
12100,float,RD/WR,_SH_MONTH[3],VAh,"Apparent energy, month high, april, even year"
12102,float,RD/WR,_SH_MONTH[4],VAh,"Apparent energy, month high, may, even year"
12104,float,RD/WR,_SH_MONTH[5],VAh,"Apparent energy, month high, june, even year"
12106,float,RD/WR,_SH_MONTH[6],VAh,"Apparent energy, month high, july, even year"
12108,float,RD/WR,_SH_MONTH[7],VAh,"Apparent energy, month high, august, even year"
12110,float,RD/WR,_SH_MONTH[8],VAh,"Apparent energy, month high, september, even year"
12112,float,RD/WR,_SH_MONTH[9],VAh,"Apparent energy, month high, october, even year"
12114,float,RD/WR,_SH_MONTH[10],VAh,"Apparent energy, month high, november, even year"
12116,float,RD/WR,_SH_MONTH[11],VAh,"Apparent energy, month high, december, even year"
12118,float,RD/WR,_SH_MONTH[12],VAh,"Apparent energy, month high, january, uneven year"
12120,float,RD/WR,_SH_MONTH[13],VAh,"Apparent energy, month high, february, uneven year"
12122,float,RD/WR,_SH_MONTH[14],VAh,"Apparent energy, month high, march, uneven year"
12124,float,RD/WR,_SH_MONTH[15],VAh,"Apparent energy, month high, april, uneven year"
12126,float,RD/WR,_SH_MONTH[16],VAh,"Apparent energy, month high, may, uneven year"
12128,float,RD/WR,_SH_MONTH[17],VAh,"Apparent energy, month high, june, uneven year"
12130,float,RD/WR,_SH_MONTH[18],VAh,"Apparent energy, month high, july, uneven year"
12132,float,RD/WR,_SH_MONTH[19],VAh,"Apparent energy, month high, august, uneven year"
12134,float,RD/WR,_SH_MONTH[20],VAh,"Apparent energy, month high, september, uneven year"
12136,float,RD/WR,_SH_MONTH[21],VAh,"Apparent energy, month high, october, uneven year"
12138,float,RD/WR,_SH_MONTH[22],VAh,"Apparent energy, month high, november, uneven year"
12140,float,RD/WR,_SH_MONTH[23],VAh,"Apparent energy, month high, december, uneven year"
12142,float,RD/WR,_IQH_MONTH[0],-,"Varh Reactive energy, month high, january, even year"
12144,float,RD/WR,_IQH_MONTH[1],-,"Varh Reactive energy, month high, february, even year"
12146,float,RD/WR,_IQH_MONTH[2],-,"Varh Reactive energy, month high, march, even year"
12148,float,RD/WR,_IQH_MONTH[3],-,"Varh Reactive energy, month high, april, even year"
12150,float,RD/WR,_IQH_MONTH[4],-,"Varh Reactive energy, month high, may, even year"
12152,float,RD/WR,_IQH_MONTH[5],-,"Varh Reactive energy, month high, june, even year"
12154,float,RD/WR,_IQH_MONTH[6],-,"Varh Reactive energy, month high, july, even year"
12156,float,RD/WR,_IQH_MONTH[7],-,"Varh Reactive energy, month high, august, even year"
12158,float,RD/WR,_IQH_MONTH[8],-,"Varh Reactive energy, month high, september, even year"
12160,float,RD/WR,_IQH_MONTH[9],-,"Varh Reactive energy, month high, october, even year"
12162,float,RD/WR,_IQH_MONTH[10],-,"Varh Reactive energy, month high, november, even year"
12164,float,RD/WR,_IQH_MONTH[11],-,"Varh Reactive energy, month high, december, even year"
12166,float,RD/WR,_IQH_MONTH[12],-,"Varh Reactive energy, month high, january, uneven year"
12168,float,RD/WR,_IQH_MONTH[13],-,"Varh Reactive energy, month high, february, uneven year"
12170,float,RD/WR,_IQH_MONTH[14],-,"Varh Reactive energy, month high, march, uneven year"
12172,float,RD/WR,_IQH_MONTH[15],-,"Varh Reactive energy, month high, april, uneven year"
12174,float,RD/WR,_IQH_MONTH[16],-,"Varh Reactive energy, month high, may, uneven year"
12176,float,RD/WR,_IQH_MONTH[17],-,"Varh Reactive energy, month high, june, uneven year"
12178,float,RD/WR,_IQH_MONTH[18],-,"Varh Reactive energy, month high, july, uneven year"
12180,float,RD/WR,_IQH_MONTH[19],-,"Varh Reactive energy, month high, august, uneven year"
12182,float,RD/WR,_IQH_MONTH[20],-,"Varh Reactive energy, month high, september, uneven year"
12184,float,RD/WR,_IQH_MONTH[21],-,"Varh Reactive energy, month high, october, uneven year"
12186,float,RD/WR,_IQH_MONTH[22],-,"Varh Reactive energy, month high, november, uneven year"
12188,float,RD/WR,_IQH_MONTH[23],-,"Varh Reactive energy, month high, december, uneven year"
12190,float,RD/WR,_P15_MONTH[0],W,"EMAX, 15minutes month 1st high, jan., even year"
12192,float,RD/WR,_P15_MONTH[1],W,"EMAX, 15minutes month 1st high, feb., even year"
12194,float,RD/WR,_P15_MONTH[2],W,"EMAX, 15minutes month 1st high, march, even year"
12196,float,RD/WR,_P15_MONTH[3],W,"EMAX, 15minutes month 1st high, april, even year"
12198,float,RD/WR,_P15_MONTH[4],W,"EMAX, 15minutes month 1st high, may, even year"
12200,float,RD/WR,_P15_MONTH[5],W,"EMAX, 15minutes month 1st high, june, even year"
12202,float,RD/WR,_P15_MONTH[6],W,"EMAX, 15minutes month 1st high, july, even year"
12204,float,RD/WR,_P15_MONTH[7],W,"EMAX, 15minutes month 1st high, aug., even year"
12206,float,RD/WR,_P15_MONTH[8],W,"EMAX, 15minutes month 1st high, sep., even year"
12208,float,RD/WR,_P15_MONTH[9],W,"EMAX, 15minutes month 1st high, oct., even year"
12210,float,RD/WR,_P15_MONTH[10],W,"EMAX, 15minutes month 1st high, nov., even year"
12212,float,RD/WR,_P15_MONTH[11],W,"EMAX, 15minutes month 1st high, dec., even year"
12214,float,RD/WR,_P15_MONTH[12],W,"EMAX, 15minutes month 1st high, jan., uneven year"
12216,float,RD/WR,_P15_MONTH[13],W,"EMAX, 15minutes month 1st high, feb., uneven year"
12218,float,RD/WR,_P15_MONTH[14],W,"EMAX, 15minutes month 1st high, march, uneven year"
12220,float,RD/WR,_P15_MONTH[15],W,"EMAX, 15minutes month 1st high, april, uneven year"
12222,float,RD/WR,_P15_MONTH[16],W,"EMAX, 15minutes month 1st high, may, uneven year"
12224,float,RD/WR,_P15_MONTH[17],W,"EMAX, 15minutes month 1st high, june., uneven year"
12226,float,RD/WR,_P15_MONTH[18],W,"EMAX, 15minutes month 1st high, july, uneven year"
12228,float,RD/WR,_P15_MONTH[19],W,"EMAX, 15minutes month 1st high, aug., uneven year"
12230,float,RD/WR,_P15_MONTH[20],W,"EMAX, 15minutes month 1st high, sep., uneven year"
12232,float,RD/WR,_P15_MONTH[21],W,"EMAX, 15minutes month 1st high, oct., uneven year"
12234,float,RD/WR,_P15_MONTH[22],W,"EMAX, 15minutes month 1st high, nov., uneven year"
12236,float,RD/WR,_P15_MONTH[23],W,"EMAX, 15minutes month 1st high, dec., uneven year"
12238,float,RD/WR,_P15_MONTH[24],W,"EMAX, 15minutes month 2nd high, jan., even year"
12240,float,RD/WR,_P15_MONTH[25],W,"EMAX, 15minutes month 2nd high, feb., even year"
12242,float,RD/WR,_P15_MONTH[26],W,"EMAX, 15minutes month 2nd high, march, even year"
12244,float,RD/WR,_P15_MONTH[27],W,"EMAX, 15minutes month 2nd high, april, even year"
12246,float,RD/WR,_P15_MONTH[28],W,"EMAX, 15minutes month 2nd high, may, even year"
12248,float,RD/WR,_P15_MONTH[29],W,"EMAX, 15minutes month 2nd high, june, even year"
12250,float,RD/WR,_P15_MONTH[30],W,"EMAX, 15minutes month 2nd high, july, even year"
12252,float,RD/WR,_P15_MONTH[31],W,"EMAX, 15minutes month 2nd high, aug., even year"
12254,float,RD/WR,_P15_MONTH[32],W,"EMAX, 15minutes month 2nd high, sep., even year"
12256,float,RD/WR,_P15_MONTH[33],W,"EMAX, 15minutes month 2nd high, oct., even year"
12258,float,RD/WR,_P15_MONTH[34],W,"EMAX, 15minutes month 2nd high, nov., even year"
12260,float,RD/WR,_P15_MONTH[35],W,"EMAX, 15minutes month 2nd high, dec., even year"
12262,float,RD/WR,_P15_MONTH[36],W,"EMAX, 15minutes month 2nd high, jan., uneven year"
12264,float,RD/WR,_P15_MONTH[37],W,"EMAX, 15minutes month 2nd high, feb., uneven year"
12266,float,RD/WR,_P15_MONTH[38],W,"EMAX, 15minutes month 2nd high, march, uneven year"
12268,float,RD/WR,_P15_MONTH[39],W,"EMAX, 15minutes month 2nd high, april., uneven year"
12270,float,RD/WR,_P15_MONTH[40],W,"EMAX, 15minutes month 2nd high, may, uneven year"
12272,float,RD/WR,_P15_MONTH[41],W,"EMAX, 15minutes month 2nd high, june., uneven year"
12274,float,RD/WR,_P15_MONTH[42],W,"EMAX, 15minutes month 2nd high, july, uneven year"
12276,float,RD/WR,_P15_MONTH[43],W,"EMAX, 15minutes month 2nd high, aug., uneven year"
12278,float,RD/WR,_P15_MONTH[44],W,"EMAX, 15minutes month 2nd high, sep., uneven year"
12280,float,RD/WR,_P15_MONTH[45],W,"EMAX, 15minutes month 2nd high, oct., uneven year"
12282,float,RD/WR,_P15_MONTH[46],W,"EMAX, 15minutes month 2nd high, nov., uneven year"
12284,float,RD/WR,_P15_MONTH[47],W,"EMAX, 15minutes month 2nd high, dec., uneven year"
12286,float,RD/WR,_P15_MONTH[48],W,"EMAX, 15minutes month 3rd high, jan., even year"
12288,float,RD/WR,_P15_MONTH[49],W,"EMAX, 15minutes month 3rd high, feb., even year"
12290,float,RD/WR,_P15_MONTH[50],W,"EMAX, 15minutes month 3rd high, march., even year"
12292,float,RD/WR,_P15_MONTH[51],W,"EMAX, 15minutes month 3rd high, april, even year"
12294,float,RD/WR,_P15_MONTH[52],W,"EMAX, 15minutes month 3rd high, may., even year"
12296,float,RD/WR,_P15_MONTH[53],W,"EMAX, 15minutes month 3rd high, june, even year"
12298,float,RD/WR,_P15_MONTH[54],W,"EMAX, 15minutes month 3rd high, july, even year"
12300,float,RD/WR,_P15_MONTH[55],W,"EMAX, 15minutes month 3rd high, aug., even year"
12302,float,RD/WR,_P15_MONTH[56],W,"EMAX, 15minutes month 3rd high, sep., even year"
12304,float,RD/WR,_P15_MONTH[57],W,"EMAX, 15minutes month 3rd high, oct., even year"
12306,float,RD/WR,_P15_MONTH[58],W,"EMAX, 15minutes month 3rd high, nov., even year"
12308,float,RD/WR,_P15_MONTH[59],W,"EMAX, 15minutes month 3rd high, dec., even year"
12310,float,RD/WR,_P15_MONTH[60],W,"EMAX, 15minutes month 3rd high, jan., uneven year"
12312,float,RD/WR,_P15_MONTH[61],W,"EMAX, 15minutes month 3rd high, feb., uneven year"
12314,float,RD/WR,_P15_MONTH[62],W,"EMAX, 15minutes month 3rd high, march, uneven year"
12316,float,RD/WR,_P15_MONTH[63],W,"EMAX, 15minutes month 3rd high, april, uneven year"
12318,float,RD/WR,_P15_MONTH[64],W,"EMAX, 15minutes month 3rd high, may, uneven year"
12320,float,RD/WR,_P15_MONTH[65],W,"EMAX, 15minutes month 3rd high, june, uneven year"
12322,float,RD/WR,_P15_MONTH[66],W,"EMAX, 15minutes month 3rd high, july, uneven year"
12324,float,RD/WR,_P15_MONTH[67],W,"EMAX, 15minutes month 3rd high, aug., uneven year"
12326,float,RD/WR,_P15_MONTH[68],W,"EMAX, 15minutes month 3rd high, sep., uneven year"
12328,float,RD/WR,_P15_MONTH[69],W,"EMAX, 15minutes month 3rd high, oct., uneven year"
12330,float,RD/WR,_P15_MONTH[70],W,"EMAX, 15minutes month 3rd high, nov., uneven year"
12332,float,RD/WR,_P15_MONTH[71],W,"EMAX, 15minutes month 3rd high, dec., uneven year"
12334,uint,RD/WR,_P15_T_MONTH[0],s,"Time of 15min. month 1st high (UTC), jan., even year"
12336,uint,RD/WR,_P15_T_MONTH[1],s,"Time of 15min. month 1st high (UTC), feb., even year"
12338,uint,RD/WR,_P15_T_MONTH[2],s,"Time of 15min. month 1st high (UTC), march, even year"
12340,uint,RD/WR,_P15_T_MONTH[3],s,"Time of 15min. month 1st high (UTC), april, even year"
12342,uint,RD/WR,_P15_T_MONTH[4],s,"Time of 15min. month 1st high (UTC), may, even year"
